air_temperature,process_temperature,rotational_speed,torque,tool_wear,target
298.45,307.85,1482.8,31.9,214.9,1
297.51,305.31,1616.3,41.88,212.6,0
296.44,307.34,1647.8,32.13,110.5,0
302.99,314.27,1403.8,42.03,3.8,0
301.31,311.96,1548.9,46.82,104.5,0
299.89,308.75,1214.8,49.63,148.5,0
300.56,310.36,1768.7,27.74,136.7,0
297.75,307.74,1456.0,61.97,159.6,1
304.89,315.49,1546.9,47.67,37.7,0
300.26,310.93,1488.5,39.98,158.4,0
300.22,309.48,1721.4,50.9,44.7,1
301.45,311.53,1100.0,63.65,183.9,1
300.96,311.42,1535.3,25.61,83.1,0
300.45,311.9,1521.1,37.75,173.9,0
298.42,309.12,1465.4,16.22,11.7,1
300.94,311.73,1814.2,41.93,99.9,0
303.76,313.85,1396.0,43.65,172.7,0
302.69,314.1,1661.5,39.61,55.6,0
303.19,313.6,1595.0,33.45,194.8,0
298.98,308.12,1739.8,19.5,154.5,0
298.02,309.42,1431.2,43.74,144.0,0
299.75,310.45,1420.7,54.55,86.6,0
300.11,309.67,1713.4,34.09,118.2,0
302.19,311.71,1606.1,44.4,146.4,0
296.62,306.91,1290.8,24.32,115.8,1
303.06,313.52,1451.7,44.57,171.1,0
299.68,309.88,1599.8,36.07,106.3,0
299.15,309.46,1672.0,32.38,49.6,0
297.98,309.68,1429.3,32.4,52.4,0
296.69,307.76,1100.0,36.06,1.4,0
301.65,311.84,1621.7,43.82,73.7,0
300.15,311.09,1342.7,26.88,183.5,0
297.42,306.39,1215.2,36.03,194.6,0
297.41,307.81,1100.0,39.59,49.6,0
299.33,311.14,1668.2,29.01,235.0,0
303.34,313.12,1558.6,57.97,123.1,1
299.48,308.63,1501.9,31.47,224.7,1
296.99,306.34,1760.2,33.31,173.2,0
299.51,308.42,1640.0,30.22,177.0,0
299.45,308.67,1796.6,57.98,20.8,1
294.61,304.24,1315.2,45.53,53.9,0
299.89,308.49,1532.5,30.63,2.2,0
299.54,309.55,1279.3,51.06,175.5,0
301.39,312.29,1501.3,42.01,84.4,0
303.7,312.79,1498.2,42.57,192.7,0
302.25,313.77,1638.3,36.56,83.0,0
299.46,309.97,1545.3,32.51,200.7,0
297.79,308.82,1637.7,43.38,32.0,0
305.15,314.49,1650.6,34.55,42.5,0
300.12,310.97,1882.8,58.17,83.5,1
300.03,308.94,1487.6,27.31,100.1,0
299.95,310.84,1387.4,55.36,85.4,0
300.4,310.57,1577.4,38.89,187.1,0
299.71,310.26,1409.6,42.99,23.8,0
298.85,307.68,1775.1,48.33,86.0,0
298.91,308.01,1492.7,33.7,205.1,1
299.93,310.53,1447.5,48.64,16.4,0
298.91,307.96,1462.6,12.92,230.9,1
298.57,309.04,1652.9,32.8,241.6,0
300.21,308.85,1512.8,30.76,21.7,0
299.49,310.34,1435.3,27.46,71.4,0
303.01,311.78,1804.5,37.85,91.2,0
294.7,305.25,1401.0,43.86,190.2,0
302.18,312.81,1543.7,47.03,146.0,0
302.49,311.8,1642.4,42.41,157.9,0
295.85,306.44,1277.0,33.34,185.6,0
299.31,309.58,1614.8,43.69,28.9,0
299.26,308.72,1369.2,41.24,204.1,1
297.18,306.18,1669.6,49.36,172.9,0
298.44,306.48,1384.0,47.77,141.4,0
297.78,308.13,1648.8,40.3,218.0,0
303.5,311.94,1714.9,31.03,171.6,0
301.87,311.97,1675.8,33.47,49.4,0
302.54,312.28,1578.2,34.5,105.3,0
301.44,312.12,1501.0,36.85,121.0,0
297.74,307.44,1445.8,42.68,13.5,0
298.95,308.62,1773.4,47.15,233.9,1
300.98,311.71,1426.1,39.49,31.5,0
297.56,307.89,1372.1,40.16,170.9,0
301.43,311.74,1644.5,41.43,124.0,0
299.52,309.99,1410.6,34.84,6.3,0
299.25,307.71,1386.0,30.75,226.6,1
301.42,312.18,1307.0,22.45,208.7,1
300.89,311.5,1460.7,33.05,128.4,0
299.28,308.26,1524.8,44.73,56.1,0
302.32,312.07,1576.9,32.97,29.8,0
297.84,307.8,1690.2,37.62,89.0,0
301.23,311.1,1622.3,44.66,62.6,0
301.19,311.52,1507.5,45.21,124.1,0
299.38,310.81,1506.3,29.2,236.8,0
300.65,311.73,1619.6,49.97,140.9,0
297.5,306.19,1741.6,51.27,218.0,1
301.85,312.47,1558.2,28.7,159.5,0
299.63,310.96,1462.9,31.76,116.4,0
298.95,309.34,1379.1,51.91,209.4,0
302.1,313.19,1306.8,38.53,115.5,0
298.59,310.6,1644.6,17.8,212.8,1
297.18,308.21,1630.5,26.0,71.4,0
296.89,307.14,1630.4,37.51,31.6,0
301.21,312.26,1517.4,28.37,209.6,1
297.44,307.58,1763.1,35.87,143.9,0
303.51,313.53,1460.5,40.32,217.8,0
295.84,305.48,1690.8,54.62,229.8,1
303.39,314.96,1531.8,37.1,13.1,0
300.42,309.6,1440.7,50.73,122.7,0
299.81,311.34,1632.8,54.29,91.9,1
298.91,309.41,1603.5,54.34,153.3,1
300.8,309.4,1595.1,42.85,194.4,0
299.92,310.29,1551.0,20.37,68.7,1
302.21,310.11,1531.9,44.61,136.4,0
300.23,310.85,1920.1,50.48,173.6,1
300.3,311.19,1727.5,39.19,32.9,0
299.27,308.68,1653.7,57.45,199.4,1
299.89,310.01,1555.9,48.6,148.5,0
300.62,312.57,1699.1,45.68,232.6,1
296.58,306.07,1620.9,50.86,83.2,0
297.3,306.24,1542.2,43.33,26.5,0
301.49,312.97,1489.4,15.07,124.1,1
300.34,312.3,1525.1,35.01,21.0,0
299.63,309.64,1100.0,51.97,237.5,1
300.04,311.05,1571.7,31.92,9.5,0
300.7,312.04,1459.8,37.77,184.6,0
298.92,308.18,1792.8,29.55,128.7,0
298.44,307.96,1541.1,57.84,90.3,1
300.39,311.62,1347.8,56.81,16.1,0
298.04,309.73,1530.0,31.16,152.4,0
300.82,311.38,1370.6,41.47,143.4,0
296.59,305.72,1613.7,33.2,68.8,0
302.06,314.05,1584.6,46.15,223.0,0
300.95,310.41,1691.3,45.1,74.5,0
300.51,310.18,1411.5,48.12,110.2,0
301.97,312.31,1543.4,43.32,133.2,0
303.33,314.89,1319.6,69.35,24.6,1
302.03,312.88,1650.2,29.72,228.4,1
296.32,306.73,1621.0,22.89,91.8,0
297.44,307.9,1617.3,36.07,19.8,0
298.75,308.79,1538.3,24.32,94.9,0
300.05,310.61,1604.4,25.08,147.0,0
301.04,308.51,1794.7,29.99,125.8,0
298.55,308.25,1492.4,30.78,170.2,0
300.37,310.61,1560.2,30.45,13.6,0
298.49,307.34,1364.2,45.18,69.7,0
298.78,309.16,1399.1,34.94,200.7,0
297.19,306.98,1553.7,38.2,19.6,0
298.15,309.91,1714.6,48.94,209.6,0
297.3,308.87,1497.0,32.34,22.5,0
298.05,307.58,1500.3,37.35,204.4,1
302.11,311.96,1472.9,43.66,88.4,0
298.1,308.03,1452.4,20.58,150.0,1
305.26,314.81,1585.2,16.15,37.5,1
300.99,311.18,1298.4,43.46,16.2,0
300.37,309.61,1743.0,44.92,52.9,0
298.28,307.15,1431.5,60.64,31.3,1
301.4,312.02,1653.5,41.58,76.5,0
298.85,309.48,1334.8,48.2,126.0,0
300.24,309.44,1645.0,38.05,144.2,0
305.12,316.02,1645.5,42.97,193.5,0
299.81,309.18,1599.5,56.67,160.8,1
302.3,312.55,1378.9,18.76,149.1,1
298.59,309.41,1577.9,44.14,100.9,0
299.93,309.9,1348.7,61.36,116.1,0
303.54,314.0,1497.6,42.82,101.6,0
298.75,308.23,1702.7,56.51,206.3,1
303.62,313.43,1665.5,33.71,56.4,0
301.42,311.21,1540.4,39.68,1.4,0
298.88,308.13,1382.0,40.34,159.6,0
301.26,311.09,1641.3,17.82,49.6,1
301.95,310.4,1541.1,28.32,218.1,1
301.24,310.75,1166.7,29.03,210.5,0
296.86,306.57,1663.2,48.22,18.8,0
298.55,308.29,1534.1,48.72,26.1,0
299.5,309.26,1730.4,43.24,121.3,0
299.85,309.79,1362.8,48.24,149.3,0
301.24,311.72,1100.0,38.36,67.4,0
300.36,311.23,1582.7,52.02,175.6,0
297.33,306.68,1584.7,40.09,145.8,0
300.76,309.56,1267.5,40.58,79.6,0
301.22,310.18,1381.4,37.34,6.2,0
301.12,310.63,1978.8,46.84,183.8,1
302.16,311.81,1489.1,35.79,52.6,0
301.67,310.9,1655.0,49.76,204.4,0
300.92,309.62,1433.9,28.68,103.0,0
299.86,309.4,1203.6,29.01,141.4,0
296.68,306.86,1510.8,46.87,213.9,0
300.86,311.45,1495.5,39.11,211.6,0
300.42,309.86,1474.0,35.46,91.0,0
300.54,310.13,1519.7,48.9,51.2,0
297.45,306.52,1580.3,33.93,189.9,0
297.84,307.81,1514.0,38.0,106.1,0
302.11,311.26,1335.8,53.99,47.1,0
299.92,310.49,1615.8,55.39,221.6,1
301.36,309.58,1226.1,55.72,48.5,1
300.06,309.7,1209.9,37.18,6.3,0
300.06,310.36,1656.3,52.31,5.0,1
301.88,312.06,1619.1,30.51,152.5,0
298.97,311.66,1528.8,30.93,162.1,0
300.19,310.54,1314.7,16.5,76.2,1
299.08,308.07,1424.7,56.73,78.4,0
299.13,309.04,1496.0,31.36,83.2,0
299.38,307.61,1282.7,38.73,166.6,1
300.44,310.36,1419.8,30.9,14.2,0
299.04,308.21,1642.4,46.95,227.6,1
302.51,313.43,1766.4,36.24,54.5,0
298.21,307.66,1470.9,26.95,244.9,1
299.63,309.51,1659.0,44.42,42.0,0
299.12,308.48,1231.8,25.66,189.0,1
302.89,314.63,1643.5,31.63,54.7,0
300.39,310.07,1409.4,18.93,19.8,1
302.06,313.9,1587.2,25.76,214.4,0
297.03,307.84,1498.4,41.79,210.4,0
300.53,311.02,1749.3,20.35,98.9,0
301.78,312.15,1398.1,25.19,172.1,0
300.16,310.56,1638.4,39.98,136.5,0
302.13,310.2,1493.3,34.56,209.0,0
298.97,308.69,1512.7,59.92,77.2,1
302.82,313.66,1508.6,58.34,128.3,1
304.6,314.55,1402.7,31.32,118.9,0
299.27,307.87,1535.7,45.57,86.7,0
299.11,309.06,1528.0,47.49,218.4,1
302.91,314.61,1576.6,34.03,40.6,0
303.16,314.41,1551.5,25.04,36.6,0
298.95,308.89,1665.7,39.88,141.3,0
299.16,310.11,1685.8,38.27,161.1,0
299.44,309.07,1369.9,35.64,47.7,0
297.31,305.61,1677.0,44.42,95.7,0
298.16,307.24,1348.2,32.49,231.9,0
297.99,309.55,1632.1,28.48,60.4,0
298.46,308.19,1637.2,41.09,163.7,0
299.93,309.69,1232.2,43.86,181.3,0
300.47,310.17,1552.9,28.23,109.8,0
303.1,315.01,1463.0,49.28,229.7,1
298.0,309.63,1416.6,22.3,180.5,1
301.97,314.19,1754.1,34.22,112.2,0
299.57,309.41,1433.4,37.42,139.5,0
299.9,310.2,1409.0,33.64,169.7,0
301.35,309.83,1550.1,34.35,145.1,0
297.75,309.23,1647.7,58.71,215.3,1
300.76,309.6,1515.3,31.49,87.4,0
300.33,310.55,1724.6,64.41,73.5,1
300.98,309.89,1623.0,44.37,52.4,0
300.58,309.99,1189.5,40.92,9.3,0
304.91,314.07,1453.3,44.76,10.5,0
298.72,308.12,1448.1,65.3,213.2,1
298.94,308.4,1614.7,30.06,166.2,0
298.75,308.21,1118.0,28.8,161.8,1
298.89,309.72,1945.8,32.45,150.6,0
298.73,307.62,1623.0,40.32,208.1,1
302.38,312.6,1561.8,22.74,117.7,0
302.84,314.06,1727.1,40.22,213.3,1
298.86,308.35,1913.0,56.94,88.1,1
298.34,307.62,1677.3,41.51,227.0,0
300.94,310.71,1689.8,37.07,171.2,0
298.9,310.08,1558.9,33.82,63.0,0
301.27,311.46,1515.4,48.99,138.2,0
300.41,309.87,1461.9,31.74,130.6,0
296.97,307.45,1405.8,58.46,33.8,0
303.1,311.99,1428.1,59.33,144.9,0
303.59,314.27,1321.9,42.57,77.1,0
298.77,309.18,1525.9,39.88,12.8,0
299.22,308.92,1268.5,50.31,232.4,1
300.57,309.73,1568.5,50.95,157.2,0
300.67,309.78,1532.2,31.94,214.8,0
301.32,311.85,1561.5,34.73,165.6,0
304.02,315.25,1454.5,26.78,87.5,0
299.65,309.01,2030.3,44.09,125.6,1
298.4,308.86,1755.6,46.67,165.6,0
297.24,305.15,1338.9,26.5,235.3,1
298.54,307.95,1575.3,35.45,62.1,0
299.93,309.9,1440.7,26.53,214.4,0
303.59,312.68,1375.7,31.01,226.4,0
298.96,308.03,1323.6,45.51,164.3,0
300.45,309.78,1607.2,32.67,228.2,0
299.97,310.26,1429.0,36.99,97.5,0
302.38,312.19,1692.9,23.73,233.5,0
305.05,312.82,1697.0,41.87,172.2,0
298.94,306.82,1757.8,39.56,10.3,0
299.02,308.41,1401.6,32.71,222.2,0
302.09,312.55,1614.1,38.11,118.7,0
301.36,308.62,1639.2,41.8,112.8,0
303.69,313.19,1462.1,31.85,138.8,0
301.17,310.64,1414.5,25.24,36.6,0
299.28,310.67,1795.5,58.06,114.9,1
301.18,310.8,1574.4,33.67,203.6,1
302.22,312.6,1639.8,39.03,3.8,0
301.64,311.78,1406.5,50.11,66.9,0
301.01,308.88,1342.9,75.29,0.6,1
302.13,312.9,1446.9,27.56,101.8,0
302.34,312.55,1518.2,44.5,178.4,0
302.76,313.27,1367.7,32.92,195.7,0
301.3,315.22,1536.4,34.61,231.6,0
299.67,307.58,1267.8,32.8,149.1,1
300.29,312.02,1358.8,28.74,62.4,0
302.41,312.13,1645.3,39.59,226.4,0
298.37,308.65,1634.6,25.25,190.0,0
300.74,310.69,1475.3,49.47,140.7,0
299.21,308.79,1375.2,40.55,170.4,0
300.06,309.49,1373.6,44.22,226.5,0
302.56,312.89,1478.3,35.34,174.5,0
300.38,308.87,1641.1,36.33,90.3,0
300.09,310.84,1686.5,42.88,174.7,0
297.28,306.86,1458.6,28.36,9.9,0
301.49,310.36,1353.4,36.42,94.7,0
301.29,310.84,1580.9,31.4,99.5,0
304.33,315.58,1406.2,31.09,40.9,0
299.38,308.85,1455.1,18.9,5.7,1
300.44,310.8,1750.0,53.39,32.7,1
300.5,309.77,1670.3,33.13,160.4,0
303.15,313.91,1563.3,51.63,196.6,0
299.81,310.49,1334.5,50.69,242.1,1
300.56,312.41,1571.8,27.14,84.9,0
301.22,311.04,1708.0,29.12,146.8,0
300.37,311.04,1477.9,65.61,229.6,1
299.11,309.21,1754.2,57.51,40.9,1
300.39,311.68,1744.8,39.68,175.8,0
302.15,311.43,1804.2,42.57,185.0,0
297.95,308.69,1586.8,33.69,21.8,0
300.27,310.07,1632.0,44.32,211.0,1
298.6,308.54,1764.3,32.83,199.2,0
302.39,312.48,1609.6,19.68,8.2,1
296.95,307.21,1457.8,26.78,22.3,0
298.88,308.77,1466.2,40.21,12.0,0
300.75,310.97,1576.2,28.69,82.0,0
303.13,314.71,1331.5,39.33,124.8,0
299.87,310.85,1515.1,29.25,130.4,0
298.89,309.76,1713.4,32.18,65.6,0
303.76,313.31,1187.4,48.53,223.3,0
297.1,306.21,1783.5,42.47,90.2,0
295.6,306.56,1717.6,39.9,11.2,0
300.88,311.76,1464.4,48.79,73.6,0
299.0,310.47,1624.9,44.81,130.1,0
297.96,307.35,1538.5,54.47,100.0,0
301.42,311.19,1734.8,35.4,67.1,0
300.49,308.85,1695.2,35.7,32.2,0
298.87,308.48,1314.0,26.99,200.7,0
297.44,308.44,1632.0,35.71,244.1,1
301.74,311.28,1505.1,49.65,80.7,0
301.3,311.94,1551.3,53.0,93.5,0
299.8,309.61,1421.5,49.6,151.4,0
303.69,314.02,1817.7,22.06,176.0,0
297.86,306.71,1704.4,50.83,96.0,1
296.95,307.03,1419.6,21.61,221.7,1
298.62,305.63,1324.5,48.98,137.2,1
299.91,309.72,1476.3,36.32,110.3,0
300.49,308.86,1607.5,47.03,158.4,0
299.52,310.72,1576.4,26.68,233.4,1
300.7,311.48,1738.5,51.71,194.7,1
297.5,307.96,1664.4,25.35,9.8,0
302.89,314.41,1693.1,33.32,81.4,0
299.84,308.89,1590.3,30.02,115.3,0
302.23,313.98,1315.7,22.46,77.1,1
300.69,311.62,1506.7,40.95,171.5,0
300.91,310.68,1707.6,58.06,202.4,1
301.14,312.28,1529.8,66.67,179.2,1
300.9,309.79,1618.5,40.97,242.4,0
301.29,310.46,1487.0,51.17,66.8,0
302.66,312.05,1373.2,42.32,214.4,1
300.39,309.86,1518.3,44.99,187.8,0
301.42,310.36,1587.4,36.58,88.7,0
299.82,311.04,1433.1,41.95,179.9,0
302.88,312.62,1500.3,45.37,25.5,0
298.65,309.0,1387.7,34.22,193.4,0
303.6,313.03,1717.1,39.23,130.4,0
299.92,308.1,1490.9,39.42,71.6,0
297.14,307.41,1770.4,48.26,160.7,0
300.26,308.34,1782.6,29.34,157.2,0
298.64,308.57,1525.0,39.48,51.3,0
301.68,310.31,1376.6,59.12,7.4,0
298.69,310.68,1204.3,51.64,106.2,0
299.11,310.02,1302.5,53.49,139.5,0
296.22,306.33,1318.2,40.24,214.8,0
299.1,310.36,1758.6,43.21,227.4,1
295.15,304.31,1556.5,50.02,129.6,0
296.83,307.38,1600.3,55.6,184.7,1
301.52,311.72,1182.7,20.48,107.6,1
301.57,311.84,1346.3,26.85,182.8,0
300.85,312.12,1679.9,53.09,50.2,1
298.07,308.8,1583.9,37.23,90.9,0
299.9,310.19,1514.4,33.28,155.4,0
299.99,308.34,1628.4,27.46,4.4,0
297.68,306.72,1799.7,34.45,177.0,0
303.01,312.88,1502.6,25.98,204.7,1
301.75,311.85,1549.1,60.91,97.8,1
299.56,308.43,1568.8,39.78,109.7,0
300.05,312.47,1920.7,39.42,208.6,1
300.42,311.93,1202.1,45.88,190.0,0
295.92,306.52,1647.3,49.62,70.6,0
299.51,309.58,1519.6,49.46,79.4,0
298.64,308.42,1628.7,50.74,166.3,0
298.0,307.04,1432.8,33.69,138.0,0
299.44,309.52,1530.2,37.02,39.7,0
303.6,313.85,1651.8,47.69,75.9,0
301.28,310.04,2036.1,34.73,220.5,1
298.86,309.19,1667.3,39.95,168.6,0
301.15,310.99,1402.3,43.99,241.6,1
302.8,310.89,1470.2,47.85,187.9,0
301.85,310.99,1465.5,22.22,230.8,1
300.12,309.71,1250.7,47.15,53.0,0
298.71,310.59,1485.2,37.66,189.0,0
301.4,311.95,1655.3,47.07,5.0,0
300.79,309.45,1334.1,47.77,164.3,0
301.79,312.28,1705.8,56.08,115.0,1
301.27,309.72,1616.0,53.53,85.0,1
302.1,313.18,1420.5,53.47,211.3,1
298.93,308.46,1515.4,54.44,209.3,1
302.63,312.54,1793.7,42.91,5.5,0
300.4,311.72,1655.4,40.32,149.3,0
304.15,312.86,1539.4,48.73,90.1,0
298.62,307.22,1500.0,47.32,101.8,0
303.47,312.89,1550.3,36.91,203.8,1
300.4,311.43,1456.1,44.05,75.9,0
298.7,307.18,1201.2,39.65,231.0,1
299.03,306.2,1864.7,31.46,44.0,0
299.36,308.91,1562.9,52.9,162.4,0
300.85,311.4,1601.7,40.55,164.7,0
301.05,312.25,1528.7,60.49,61.8,1
298.85,308.39,1420.4,23.75,79.6,0
299.95,309.54,1508.3,34.43,204.5,0
304.28,315.44,1282.1,40.33,186.6,0
303.46,311.59,1902.3,51.37,80.6,1
300.87,310.48,1340.5,43.99,130.8,0
300.08,310.27,1372.9,43.1,15.1,0
300.24,310.69,1467.6,28.73,51.1,0
301.23,310.72,1744.1,28.43,119.0,0
297.95,307.99,1540.3,43.23,21.1,0
299.49,307.0,1340.2,26.36,206.6,1
296.66,306.0,1738.7,34.68,175.9,0
300.8,311.25,1655.0,45.01,231.2,1
301.29,310.31,1624.1,30.18,169.9,0
299.03,309.09,1652.5,56.05,230.4,1
303.15,313.59,1921.1,52.24,135.9,1
297.55,307.21,1887.6,24.29,147.1,0
297.07,307.24,1428.1,30.68,239.4,0
300.45,309.49,1797.8,17.14,157.3,1
302.09,311.89,1599.3,32.17,7.5,0
303.37,313.98,1617.9,47.66,177.3,0
299.08,309.24,1267.2,35.86,221.8,1
302.16,311.57,1510.7,44.61,194.9,0
299.92,310.15,1407.9,24.78,143.0,0
299.65,310.37,1670.5,47.98,164.5,0
301.77,309.72,1709.4,34.45,242.6,0
301.3,312.46,1206.1,40.12,22.2,0
296.85,306.51,1534.5,39.07,163.5,0
302.95,313.38,1717.5,27.28,69.4,0
302.76,313.96,1508.1,28.47,156.8,0
298.75,307.38,1654.7,49.68,148.9,0
300.79,310.08,1594.2,43.99,37.6,0
300.99,310.7,1592.7,50.5,50.7,0
300.52,309.74,1494.6,43.25,152.3,0
298.9,310.63,1343.3,41.43,31.4,0
298.66,307.8,1358.6,22.74,65.0,1
299.95,309.39,1651.5,37.3,204.6,0
302.35,312.55,1541.1,39.73,80.1,0
301.09,309.89,1515.8,59.53,119.6,1
299.26,308.86,1470.2,46.87,230.6,1
301.54,311.86,1489.2,55.36,55.7,0
294.3,303.97,1705.5,45.98,95.5,0
302.3,312.2,1484.4,32.89,148.6,0
296.52,305.99,1323.4,41.17,185.1,0
299.28,307.76,1657.0,42.36,220.9,0
297.76,308.08,1505.2,30.61,224.3,0
297.41,309.17,1543.0,36.16,190.3,0
302.32,312.34,1795.2,37.94,55.9,0
299.06,309.29,1534.7,56.06,6.1,1
300.69,311.39,1584.3,19.19,94.0,1
299.91,308.64,1349.4,52.06,34.7,0
300.95,312.66,1502.9,30.63,174.0,0
300.15,310.36,1635.5,26.28,162.0,0
297.43,309.07,1289.1,51.8,10.8,0
301.99,311.26,1570.1,47.32,205.0,1
299.01,310.83,1554.1,52.55,60.9,0
296.89,307.66,1544.6,48.01,105.9,0
299.14,309.7,1703.9,60.6,163.6,1
303.0,313.24,1591.5,45.59,105.2,0
301.7,311.45,1774.5,38.44,108.1,0
299.3,310.5,1379.0,43.43,16.1,0
299.3,309.44,1559.7,52.43,98.4,0
299.36,307.39,1551.5,32.21,187.4,0
304.15,313.04,1366.9,33.48,224.2,0
300.76,310.58,1691.0,36.91,101.3,0
300.86,311.17,1909.9,18.95,103.8,0
302.06,312.0,1535.3,41.38,172.1,0
300.48,311.7,1618.8,21.14,231.0,0
299.48,307.53,1551.5,40.53,65.4,0
299.61,309.75,1423.8,48.65,107.8,0
299.86,308.04,1246.7,35.23,195.0,1
299.93,310.69,1425.1,56.77,149.4,0
301.46,311.36,1315.3,25.39,27.1,1
300.1,310.52,1810.7,51.91,153.8,1
301.47,310.6,1519.6,46.75,45.8,0
299.84,311.12,1482.7,22.84,125.0,0
300.16,311.2,1680.3,67.11,129.6,1
296.0,306.59,1358.5,39.36,214.7,0
301.83,311.7,1415.3,31.23,113.3,0
300.69,311.27,1548.9,25.93,68.5,0
302.0,311.29,1702.6,37.8,56.6,0
294.21,305.06,1618.3,38.73,214.2,1
304.18,315.83,1577.7,41.03,41.9,0
299.72,310.79,1550.5,37.02,104.3,0
302.22,311.49,1602.0,46.33,45.9,0
297.92,308.28,1570.3,36.12,189.5,0
301.23,309.93,1373.2,20.65,116.2,1
297.89,308.47,1545.4,38.51,86.0,0
298.75,309.2,1366.2,16.33,88.5,1
303.83,311.96,1551.0,43.54,208.8,0
299.62,308.46,1461.1,30.21,135.7,0
300.43,310.15,1944.3,41.63,175.9,0
301.74,311.44,1531.6,53.14,219.8,1
300.99,309.78,1313.3,30.51,220.9,1
300.3,310.69,1516.5,50.61,80.5,0
300.73,310.98,1621.1,35.67,233.4,1
304.81,314.61,1805.7,57.53,6.1,1
299.88,309.13,1443.7,36.35,92.3,0
300.4,311.45,1284.8,31.6,219.5,1
302.1,313.76,1668.7,46.87,67.3,0
302.21,311.73,1317.1,35.64,66.9,0
302.37,311.76,1468.2,31.59,74.1,0
301.28,311.77,1496.8,35.22,150.0,0
297.71,307.36,1526.9,39.55,107.4,0
303.27,313.13,1648.3,53.42,178.1,1
297.71,308.45,1428.6,20.66,219.3,1
300.61,308.7,1494.2,40.23,165.2,0
298.49,309.81,1535.7,46.25,50.1,0
299.87,309.94,1561.9,41.93,228.5,0
300.66,310.25,1553.7,53.1,64.8,0
300.64,310.55,1607.8,39.26,36.7,0
300.84,310.81,1673.0,38.15,22.0,0
303.23,311.5,1600.8,45.92,138.0,0
300.91,312.4,1610.6,40.99,27.9,0
299.51,309.55,1284.8,36.1,34.0,0
301.93,312.37,1546.0,45.16,73.5,0
302.38,313.33,1614.7,33.47,69.0,0
297.54,306.52,1654.6,33.89,148.0,0
301.19,311.67,1427.2,34.72,200.1,0
301.4,311.13,1432.6,53.53,186.5,0
299.4,310.25,1446.1,12.0,64.3,1
302.75,310.62,1623.8,43.96,60.1,0
299.7,309.6,1703.4,40.34,236.6,0
300.25,309.65,1472.8,23.19,2.0,0
299.65,310.09,1683.3,43.1,215.5,0
300.03,310.5,1557.8,44.76,48.9,0
297.81,307.1,1518.1,45.9,232.1,0
297.12,306.41,1504.2,13.48,83.9,1
303.19,313.08,1657.5,53.66,107.9,1
298.31,307.41,1590.1,32.62,173.2,0
298.02,308.86,1902.1,46.87,144.0,1
295.69,305.32,1401.6,47.41,77.9,0
298.72,305.82,1620.9,31.23,135.7,0
297.35,306.98,1453.3,46.6,179.0,0
303.28,312.25,1398.9,36.15,10.4,0
302.02,310.39,1536.3,19.29,2.7,1
298.62,307.39,1560.0,51.68,112.2,0
304.5,314.61,2004.9,32.25,32.3,0
301.96,313.29,1508.5,31.46,162.8,0
299.35,309.66,1357.2,35.97,52.4,0
295.0,304.39,1581.7,42.72,106.0,0
304.58,315.04,1206.1,39.43,48.4,0
297.22,306.76,1523.3,45.48,134.4,0
296.71,306.01,1540.6,26.61,28.4,0
302.05,310.89,1665.1,32.58,5.7,0
304.88,313.13,1693.8,38.84,12.5,0
302.77,312.38,1457.4,58.98,233.8,1
301.13,311.29,1513.9,38.86,34.9,0
301.19,311.09,1415.4,50.85,173.6,0
301.71,311.29,1357.5,40.39,16.6,0
301.52,310.57,1587.6,35.16,26.5,0
300.56,311.17,1334.2,37.53,124.7,0
300.21,308.89,1471.7,38.32,113.9,0
299.87,310.65,1378.8,46.04,233.1,0
298.49,307.49,1625.9,53.75,231.5,1
299.44,308.69,1826.2,43.6,191.0,0
296.61,305.15,1329.7,51.87,147.5,1
299.8,309.3,1241.5,30.35,111.5,0
298.02,309.0,1518.0,35.85,87.3,0
297.79,308.31,1540.5,32.76,232.0,0
300.36,311.34,1573.0,43.14,147.7,0
302.78,313.31,1466.6,36.41,141.9,0
301.84,310.73,1505.9,47.3,56.8,0
296.86,306.53,1596.8,30.69,11.4,0
298.02,307.24,1704.5,40.43,231.6,0
301.88,313.21,1225.2,46.87,76.9,0
298.04,306.84,1479.0,19.35,108.4,1
299.55,310.44,1572.2,61.22,28.1,1
301.1,311.99,1391.1,37.17,205.0,1
298.06,309.89,1815.0,19.75,6.8,0
300.21,309.8,1436.3,41.58,204.3,1
297.33,308.04,1531.4,40.33,34.4,0
298.8,311.08,1627.0,39.18,217.2,0
300.64,310.02,1443.4,49.91,178.8,0
296.81,305.28,1242.5,47.47,40.3,1
300.88,309.0,1469.4,42.98,138.6,0
299.96,310.67,1702.7,44.5,76.6,0
301.1,309.22,1484.1,38.96,43.7,0
300.45,310.08,1402.6,57.75,210.5,1
302.73,313.17,1686.1,25.21,98.9,0
300.25,310.44,1485.1,41.4,97.6,0
299.14,309.57,1456.4,40.65,41.6,0
300.24,310.47,1561.9,48.13,93.9,0
301.09,312.37,1661.3,31.56,213.5,0
300.1,309.15,1919.1,22.56,89.0,0
300.08,309.4,1670.4,41.57,233.1,0
298.6,307.82,1723.6,42.81,231.8,0
298.67,309.5,1457.0,54.9,35.5,0
297.19,308.1,1373.9,27.3,43.4,0
303.5,313.95,1548.0,51.55,211.4,0
297.51,308.7,1555.1,63.67,96.2,1
298.61,307.44,1365.4,36.22,1.1,0
298.56,310.23,1510.0,27.09,67.1,0
